llm_quality,llm_engagement,llm_decision_maker,llm_industry,llm_company_fit,industry,companyindustry,languages,location,companylocation,companyfoundedon,has_summary,has_skills,has_jobtitle,summary_length,skills_count,jobtitle_length,is_founder,is_director,is_manager,is_sales,is_marketing,is_tech_role,llm_seniority_Executive,llm_seniority_Mid,llm_seniority_Senior,llm_geography_other,llm_geography_regional_hub,llm_business_type_leaders,llm_business_type_others,llm_business_type_salespeople,llm_business_type_workers,companysize_11-50,companysize_2-10,companysize_201-500,companysize_5001-10000,companysize_501-1000,companysize_51-200,companysize_UNKNOWN,companytype_Government Agency,companytype_Nonprofit,companytype_Partnership,companytype_Privately Held,companytype_Public Company,companytype_Self-Employed,companytype_Sole Proprietorship,companytype_UNKNOWN
80,0.77,0.98,0.428319,2,0.410778,0.519767,0.391839,0.360741,0.378518,2011.0,1,1,1,1630,5,59,0,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
88,0.77,1.0,0.456912,1,0.477353,0.44037,0.404088,0.394949,0.482576,2020.0,1,1,1,1380,7,33,1,1,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
99,0.76,0.87,0.417109,2,0.472239,0.448128,0.418456,0.46196,0.374459,2004.0,1,1,1,1695,4,53,1,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
88,0.73,0.93,0.40191,2,0.538253,0.482092,0.390738,0.43278,0.41261,2006.0,1,1,1,1076,6,16,0,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0
93,0.94,0.89,0.420148,1,0.474026,0.484117,0.407567,0.360134,0.428379,2001.0,1,1,1,989,7,44,0,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
85,0.8,1.0,0.375457,2,0.470248,0.475825,0.41576,0.450339,0.285458,2008.0,1,1,1,1682,6,35,1,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
95,0.76,0.82,0.469486,2,0.54433,0.495501,0.414416,0.382948,0.408783,2004.0,1,1,1,2203,7,35,1,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
95,0.91,0.88,0.389106,2,0.467586,0.461248,0.421066,0.449241,0.366208,2014.0,1,1,1,1706,5,26,0,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
92,0.8,0.98,0.37303,1,0.427133,0.512376,0.422421,0.363838,0.38532,2004.0,1,1,1,2129,4,58,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
95,0.71,0.86,0.386953,1,0.432537,0.450032,0.418468,0.416612,0.305072,2013.0,1,1,1,1102,7,32,0,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
91,0.74,0.96,0.476311,2,0.414278,0.449602,0.394112,0.459734,0.475705,2005.0,1,1,1,1563,4,53,1,1,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0
87,0.86,0.88,0.39953,2,0.400085,0.419084,0.409001,0.366105,0.515601,2007.0,1,1,1,1842,7,34,0,1,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0
94,0.9,1.0,0.452907,2,0.464792,0.428307,0.414136,0.42701,0.285567,2007.0,1,1,1,1391,6,17,1,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
96,0.75,0.98,0.478461,2,0.515386,0.527578,0.399823,0.468224,0.430343,2014.0,1,1,1,824,7,54,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0
96,0.93,0.86,0.361662,2,0.51002,0.466942,0.391702,0.351084,0.470961,2009.0,1,1,1,924,5,23,1,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
84,0.91,0.95,0.464754,1,0.404822,0.43418,0.398944,0.342376,0.351202,2007.0,1,1,1,2377,7,27,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0
